capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country
Abuja,Spring,2010,29.642934782608698,1.9004999562252143,152.8,31,0.0,0,44328.56434782608,34657.06695652174,3,Nigeria
Accra,Spring,2010,28.581521739130434,0.8745710845550569,131.5,29,0.0,0,44050.99152173913,37718.142173913046,3,Ghana
Addis Ababa,Spring,2010,16.910326086956523,0.6976230461193417,674.2,58,0.0,0,44328.56434782608,38259.84608695652,4,Ethiopia
Algiers,Spring,2010,15.518478260869566,2.934127698511189,166.0,28,0.0,0,47106.12065217391,38311.11869565217,3,Algeria
Alofi,Spring,2010,26.615760869565218,0.6627419461926272,423.1,52,0.0,0,42081.70173913043,35098.82978260869,4,Niue
Amman,Spring,2010,18.266304347826086,4.639060798606515,11.4,6,0.0,0,46502.6972826087,42098.366956521735,1,Jordan
Amsterdam,Spring,2010,8.19836956521739,3.497318054768025,143.1,28,1.05,0,49894.90728260869,33701.20978260869,2,Kingdom of the Netherlands
Andorra la Vella,Spring,2010,7.358695652173913,5.525702226248504,237.4,36,37.94,5,47937.05967391305,37424.442065217394,0,Andorra
Antananarivo,Spring,2010,19.872282608695652,1.3843982334231704,253.3,22,0.0,0,42099.677282608696,33297.14913043479,3,Madagascar
Apia,Spring,2010,27.321195652173916,0.5193631823163084,533.6,79,0.0,0,42520.12173913044,36500.232065217395,4,Samoa
Asmara,Spring,2010,18.22336956521739,1.3903997979661875,202.2,31,0.0,0,44859.09184782609,40362.52576086957,3,Eritrea
Astana,Spring,2010,3.740217391304348,9.617424203177796,34.0,13,30.8,7,49606.00369565217,36710.955869565216,0,Kazakhstan
Asunción,Spring,2010,22.68586956521739,4.558709368196105,386.7,23,0.0,0,41532.59086956522,29437.66510869565,3,Paraguay
Athens,Spring,2010,16.625,4.267037601206472,49.0,10,0.0,0,47268.0325,40575.61445652174,1,Greece
Avarua,Spring,2010,25.733695652173914,0.7752740988402349,425.5,33,0.0,0,41899.52130434783,34241.13369565217,3,Cook Islands
Baghdad,Spring,2010,25.65869565217391,5.604833121863393,31.0,8,0.0,0,46661.09652173913,40872.711304347824,1,Iraq
Baku,Spring,2010,12.568478260869565,4.712362263071815,117.3,22,5.8100000000000005,1,47610.755,34605.23717391304,2,Azerbaijan
Bamako,Spring,2010,32.389673913043474,1.4454463937186284,48.4,11,0.0,0,44625.20576086957,39495.059782608696,1,Mali
Bandar Seri Begawan,Spring,2010,28.158152173913045,0.5300465029315311,359.6,62,0.0,0,43995.02793478261,35717.83489130435,4,Brunei
Bangui,Spring,2010,28.74891304347826,1.2230384218684447,296.6,36,0.0,0,43955.96565217391,36743.65663043479,3,Central African Republic
Basseterre,Spring,2010,26.42065217391304,0.7678696151166535,180.3,33,0.0,0,45031.63347826087,40313.97684782609,3,Saint Kitts and Nevis
Beijing,Spring,2010,11.31304347826087,8.213483518859242,51.9,14,9.59,2,47537.98434782608,35304.76282608696,2,People's Republic of China
Beirut,Spring,2010,18.296739130434784,3.51940308022388,38.699999999999996,8,0.0,0,46738.06086956521,41996.38163043478,1,Lebanon
Belgrade,Spring,2010,12.0,5.809025754787132,213.1,33,15.889999999999999,4,48326.51434782609,32928.46326086957,0,Serbia
Belmopan,Spring,2010,27.28641304347826,2.34884941743017,272.3,37,0.0,0,45025.39793478261,36595.900434782605,3,Belize
Berlin,Spring,2010,8.09945652173913,4.450598765527538,164.8,27,3.9899999999999998,1,49947.849130434784,29661.13,2,Germany
Bishkek,Spring,2010,9.560326086956522,5.5792420319198,258.4,41,26.95,5,47993.88619565218,36184.406956521736,0,Kyrgyzstan
Bissau,Spring,2010,29.353804347826088,1.0613653267861947,4.2,1,0.0,0,44560.42293478261,40727.587934782605,1,Guinea-Bissau
Bogotá,Spring,2010,15.547282608695651,0.8627952315366321,783.5,71,0.0,0,43972.69608695652,28356.935326086954,4,Colombia
Brasília,Spring,2010,22.345108695652176,1.0883009184753645,265.5,31,0.0,0,42358.88847826087,36384.30945652174,3,Brazil
Bratislava,Spring,2010,10.259782608695652,5.212839385374942,217.79999999999998,32,5.529999999999999,1,48948.61260869566,31887.79456521739,2,Slovakia
Brazzaville,Spring,2010,27.12826086956522,0.882656590341884,271.5,44,0.0,0,43278.167934782614,34709.38358695652,4,Republic of the Congo
Bridgetown,Spring,2010,27.410326086956523,0.6298237169850207,168.7,29,0.0,0,44666.68706521739,40559.812608695654,3,Barbados
Bucharest,Spring,2010,11.377717391304348,5.988617243628384,169.3,31,20.93,6,48253.078804347824,34543.23054347826,0,Romania
Budapest,Spring,2010,10.834782608695651,5.380667158736063,265.5,35,6.2299999999999995,2,48822.493804347825,32934.52108695652,2,Hungary
Buenos Aires,Spring,2010,17.759239130434782,3.7457443203743663,281.2,19,0.0,0,40585.46358695652,30170.717282608697,3,Argentina
Cairo,Spring,2010,22.19782608695652,3.8248889450478627,0.7000000000000001,0,0.0,0,46286.38858695652,41976.86847826087,1,Egypt
Canberra,Spring,2010,13.635326086956523,4.056710205905346,151.0,16,0.0,0,40506.178695652176,32465.395217391302,3,Australia
Castries,Spring,2010,27.766304347826086,0.6985113171600495,172.8,43,0.0,0,44744.28315217391,40321.80119565217,3,Saint Lucia
Cetinje,Spring,2010,9.360869565217392,4.244756468550969,661.3,44,22.96,6,47914.53434782609,32694.289891304346,0,Montenegro
Chișinău,Spring,2010,10.395652173913044,6.393470450792749,140.7,34,15.47,3,48726.83141304348,34396.168913043475,0,Moldova
City of Brussels,Spring,2010,8.726630434782608,4.044521807720843,121.1,26,0.14,0,49540.622826086954,32000.26847826087,2,Belgium
Commune of Monaco,Spring,2010,12.254347826086958,3.7715654791348663,164.8,33,6.999999999999999,2,48145.184347826085,37651.988152173915,2,Monaco
Conakry,Spring,2010,27.936956521739127,0.5980219025178477,156.9,24,0.0,0,44368.75445652174,38283.97521739131,3,Guinea
Copenhagen,Spring,2010,6.128260869565217,4.598114187908494,133.7,25,1.75,0,50803.3425,28954.20989130435,2,Denmark
Dakar,Spring,2010,24.230978260869566,1.3243045529532718,0.2,0,0.0,0,44798.451413043476,41592.96793478261,1,Senegal
Dhaka,Spring,2010,29.474999999999998,1.81835120339859,437.4,37,0.0,0,45626.81195652174,36306.95369565218,3,Bangladesh
Djibouti City,Spring,2010,29.02173913043478,2.3046930661156235,52.199999999999996,12,0.0,0,44536.9825,40156.90565217391,1,Djibouti
Doha,Spring,2010,27.544021739130436,3.8152732564654177,19.8,4,0.0,0,45780.44217391304,40505.04641304348,1,Qatar
