capital,season,year,mean_temp,std_temp,rain_total,days_rain,snow_total,days_snow,mean_daylight,mean_sunshine,cluster,country,lat,lon
Abuja,Winter,2008,27.57087912087912,1.1414431882019156,20.3,1,0.0,0,42118.2767032967,38491.747912087914,3,Nigeria,9.055555555,7.491388888
Accra,Winter,2008,27.57912087912088,0.8691332187257313,48.3,10,0.0,0,42696.42054945055,38137.312967032965,0,Ghana,5.55602,-0.1969
Addis Ababa,Winter,2008,15.69010989010989,1.023399014727659,4.1,1,0.0,0,42118.2767032967,39066.95901098901,3,Ethiopia,9.027222222,38.736944444
Algiers,Winter,2008,11.53076923076923,1.7709189270415084,187.8,23,0.0,0,36538.584285714285,29993.77846153846,0,Algeria,36.776388888,3.058611111
Alofi,Winter,2008,26.014835164835162,0.47856814825839905,793.8,67,0.0,0,46952.11340659341,34898.47131868132,2,Niue,-19.056,-169.921
Amman,Winter,2008,7.956593406593406,3.0100130009982116,90.5,19,6.3,2,37727.235384615386,30699.301978021977,4,Jordan,31.95,35.933333333
Amsterdam,Winter,2008,4.775824175824176,3.016983064782899,140.6,29,3.5,2,31103.19197802198,14919.76197802198,4,Kingdom of the Netherlands,52.366666666,4.883333333
Andorra la Vella,Winter,2008,3.5945054945054946,2.9820802820016112,45.4,12,45.64,10,34913.196593406596,26069.484835164836,4,Andorra,42.507222222,1.522222222
Antananarivo,Winter,2008,20.415384615384614,1.2872816386067263,757.5,51,0.0,0,46911.983076923076,33899.17813186813,2,Madagascar,-18.91,47.525
Apia,Winter,2008,26.147802197802196,0.6966551868237617,965.4,82,0.0,0,45980.125824175826,36435.57923076923,2,Samoa,-13.833333333,-171.833333333
Asmara,Winter,2008,15.138461538461538,0.8175191782689916,33.0,6,0.0,0,41026.11714285715,37847.394835164836,0,Eritrea,15.333333333,38.916666666
Astana,Winter,2008,-13.957142857142856,6.612070491946997,0.5,0,23.8,8,31665.515054945055,16972.26956043956,4,Kazakhstan,51.133333333,71.433333333
Asunción,Winter,2008,27.4456043956044,2.1526424117510423,313.0,25,0.0,0,48189.51076923077,38925.99901098901,0,Paraguay,-25.28,-57.634444444
Athens,Winter,2008,9.15989010989011,3.177238666412321,101.7,16,3.2199999999999998,2,36220.99659340659,26500.025934065932,4,Greece,37.984166666,23.728055555
Avarua,Winter,2008,25.36813186813187,0.5271788903375988,716.5,58,0.0,0,47360.200219780214,34816.494835164835,2,Cook Islands,-21.207,-159.771
Baghdad,Winter,2008,11.137362637362637,3.7790253990986833,25.0,6,2.17,1,37414.34989010989,31211.574395604395,3,Iraq,33.315277777,44.366111111
Baku,Winter,2008,4.737362637362637,3.3879245810721588,39.2,14,16.52,6,35550.25351648351,24382.686703296706,4,Azerbaijan,40.366655555,49.835183333
Bamako,Winter,2008,25.54230769230769,2.78060667917516,0.0,0,0.0,0,41505.61802197802,38384.069010989006,3,Mali,12.645833333,-7.992222222
Bandar Seri Begawan,Winter,2008,26.02747252747253,0.7235815141158655,828.3,78,0.0,0,42813.58252747253,30207.944945054947,2,Brunei,4.916666666,114.916666666
Bangui,Winter,2008,28.565384615384612,1.2839109589170676,45.9,6,0.0,0,42895.48010989011,38523.17835164835,0,Central African Republic,4.37325,18.562833333
Basseterre,Winter,2008,24.44065934065934,0.5730479952709056,88.2,30,0.0,0,40674.2634065934,37639.38087912088,0,Saint Kitts and Nevis,17.298333333,-62.734166666
Beijing,Winter,2008,-1.8813186813186813,3.1616069081652514,0.0,0,0.98,0,35692.519560439556,30069.047582417585,3,People's Republic of China,39.90403,116.407526
Beirut,Winter,2008,11.225824175824176,3.0062838137378796,276.6,26,4.9,2,37262.55934065934,30065.155934065933,4,Lebanon,33.886944444,35.513055555
Belgrade,Winter,2008,3.412637362637363,4.628442222981445,98.5,22,12.67,4,34154.30824175824,20857.289999999997,4,Serbia,44.817777777,20.456944444
